x,y,viento
-73.59098320250258,10.823374299391771,1.72968495
-73.55473012658362,10.823374299391771,1.72968495
-73.51847705066467,10.823374299391771,1.61383557
-73.48222397474572,10.823374299391771,1.52921915
-73.44597089882677,10.823374299391771,1.16783559
-73.40971782290781,10.823374299391771,1.1010685
-73.37346474698886,10.823374299391771,0.83513701
-73.33721167106991,10.823374299391771,0.7818082
-73.30095859515096,10.823374299391771,0.69319177
-73.264705519232,10.823374299391771,0.67847943
-75.25862469477448,10.787764026195646,3.43147945
-73.59098320250258,10.787764026195646,1.50534248
-73.55473012658362,10.787764026195646,1.50534248
-73.51847705066467,10.787764026195646,1.51812327
-73.48222397474572,10.787764026195646,1.2806164
-73.44597089882677,10.787764026195646,1.11912334
-73.40971782290781,10.787764026195646,0.99138355
-73.37346474698886,10.787764026195646,0.8272329
-73.33721167106991,10.787764026195646,0.77983564
-73.30095859515096,10.787764026195646,0.69561642
-73.264705519232,10.787764026195646,0.68164384
-75.25862469477448,10.752149535422618,3.14368486
-73.51847705066467,10.752149535422618,1.13427401
-73.48222397474572,10.752149535422618,1.02984929
-73.44597089882677,10.752149535422618,0.941863
-73.40971782290781,10.752149535422618,0.9458493
-73.37346474698886,10.752149535422618,0.7752192
-73.33721167106991,10.752149535422618,0.76106852
-73.30095859515096,10.752149535422618,0.68484932
-75.25862469477448,10.716530840335311,2.60431504
-73.55473012658362,10.716530840335311,1.00604105
-73.51847705066467,10.716530840335311,0.85664386
-73.48222397474572,10.716530840335311,0.85690409
-73.44597089882677,10.716530840335311,0.87853426
-73.40971782290781,10.716530840335311,0.79464382
-73.37346474698886,10.716530840335311,0.72623289
-73.33721167106991,10.716530840335311,0.70536989
-73.30095859515096,10.716530840335311,0.67453426
-73.264705519232,10.716530840335311,0.66410959
-73.22845244331303,10.716530840335311,0.65005481
-75.36738392253133,10.680907954204427,3.27552056
-75.33113084661238,10.680907954204427,2.64463019
-75.29487777069343,10.680907954204427,2.64463019
-75.25862469477448,10.680907954204427,2.25364375
-73.59098320250258,10.680907954204427,0.5809589
-73.55473012658362,10.680907954204427,0.5809589
-73.51847705066467,10.680907954204427,0.63384932
-73.48222397474572,10.680907954204427,0.69316441
-73.44597089882677,10.680907954204427,0.75889039
-73.40971782290781,10.680907954204427,0.74695891
-73.37346474698886,10.680907954204427,0.67746574
-73.33721167106991,10.680907954204427,0.6659863
-73.30095859515096,10.680907954204427,0.63865751
-73.264705519232,10.680907954204427,0.63246578
-73.22845244331303,10.680907954204427,0.62408221
-73.19219936739408,10.680907954204427,0.61953425
-73.15594629147513,10.680907954204427,0.60843837
-75.4036369984503,10.6452808903087,3.2720685
-75.36738392253133,10.6452808903087,3.02382183
-75.33113084661238,10.6452808903087,2.2401917
-75.29487777069343,10.6452808903087,2.2401917
-75.25862469477448,10.6452808903087,1.96276712
-73.59098320250258,10.6452808903087,0.49346575
-73.55473012658362,10.6452808903087,0.49346575
-73.51847705066467,10.6452808903087,0.48854795
-73.48222397474572,10.6452808903087,0.55053425
-73.44597089882677,10.6452808903087,0.6201781
-73.40971782290781,10.6452808903087,0.63321918
-73.37346474698886,10.6452808903087,0.67746574
-73.33721167106991,10.6452808903087,0.6659863
-73.30095859515096,10.6452808903087,0.63865751
-73.264705519232,10.6452808903087,0.63246578
-73.22845244331303,10.6452808903087,0.62408221
-73.19219936739408,10.6452808903087,0.61953425
-73.15594629147513,10.6452808903087,0.60843837
-73.11969321555618,10.6452808903087,0.60843837
-75.43989007436923,10.609649661934888,3.51613688
-75.4036369984503,10.609649661934888,3.15468502
-75.36738392253133,10.609649661934888,2.93904114
-75.33113084661238,10.609649661934888,2.05126023
-75.29487777069343,10.609649661934888,2.05126023
-75.25862469477448,10.609649661934888,1.84454799
-73.59098320250258,10.609649661934888,0.49346575
-73.55473012658362,10.609649661934888,0.49346575
-73.51847705066467,10.609649661934888,0.48854795
-73.48222397474572,10.609649661934888,0.55053425
-73.44597089882677,10.609649661934888,0.6201781
-73.40971782290781,10.609649661934888,0.63321918
-73.37346474698886,10.609649661934888,0.65654796
-73.33721167106991,10.609649661934888,0.64954793
-73.30095859515096,10.609649661934888,0.62931508
-73.264705519232,10.609649661934888,0.6249041
-73.22845244331303,10.609649661934888,0.61860275
-73.19219936739408,10.609649661934888,0.61513698
-73.15594629147513,10.609649661934888,0.60712332
-73.11969321555618,10.609649661934888,0.60712332
-75.47614315028817,10.574014282377739,3.52373981
-75.43989007436923,10.574014282377739,3.47132874
-75.4036369984503,10.574014282377739,3.1277535
-75.36738392253133,10.574014282377739,2.91287661
-75.33113084661238,10.574014282377739,1.98094523
-75.29487777069343,10.574014282377739,1.98094523
-75.25862469477448,10.574014282377739,1.66404104
-73.59098320250258,10.574014282377739,0.38665754
-73.55473012658362,10.574014282377739,0.38665754
-73.51847705066467,10.574014282377739,0.44090411
