x,y,cafe_potencia
-73.51342525200053,10.494221529245573,0.42650542
-73.51342525200053,10.521258860986036,0.15895809
-73.50884217304856,10.521258860986036,0.36864397
-73.5042590940966,10.521258860986036,0.18813607
-73.49967601514464,10.521258860986036,0.43985805
-73.49509293619268,10.521258860986036,0.89285868
-73.49050985724071,10.521258860986036,0.69108546
-73.48592677828874,10.521258860986036,0.46507969
-73.48134369933678,10.521258860986036,0.23462304
-73.53634064676035,10.516752803411688,0.03977342
-73.5317575678084,10.516752803411688,0.14560544
-73.52717448885642,10.516752803411688,0.157969
-73.52259140990446,10.516752803411688,0.08032588
-73.5180083309525,10.516752803411688,0.00812272
-73.51342525200053,10.516752803411688,0.26380104
-73.50884217304856,10.516752803411688,0.74894691
-73.5042590940966,10.516752803411688,0.77861947
-73.49967601514464,10.516752803411688,0.42155999
-73.49509293619268,10.516752803411688,0.76131046
-73.49050985724071,10.516752803411688,0.71136171
-73.48592677828874,10.516752803411688,0.75537598
-73.48134369933678,10.516752803411688,0.82362276
-73.47676062038482,10.516752803411688,0.62283868
-73.47217754143286,10.516752803411688,0.63718039
-73.46759446248089,10.516752803411688,0.42353815
-73.46301138352892,10.516752803411688,0.1648926
-73.45842830457697,10.516752803411688,0.01850811
-73.56383912047214,10.512246680048497,0.23709576
-73.55925604152017,10.512246680048497,0.33897144
-73.55467296256822,10.512246680048497,0.27468097
-73.55008988361624,10.512246680048497,0.53975558
-73.54550680466427,10.512246680048497,0.65745664
-73.54092372571232,10.512246680048497,0.41018552
-73.53634064676035,10.512246680048497,0.77070677
-73.5317575678084,10.512246680048497,0.60701329
-73.52717448885642,10.512246680048497,0.59464973
-73.52259140990446,10.512246680048497,0.37408394
-73.5180083309525,10.512246680048497,0.34589502
-73.51342525200053,10.512246680048497,0.50662124
-73.50884217304856,10.512246680048497,0.62382776
-73.5042590940966,10.512246680048497,0.65201664
-73.49967601514464,10.512246680048497,0.52838111
-73.49509293619268,10.512246680048497,0.57041717
-73.49050985724071,10.512246680048497,0.50958848
-73.48592677828874,10.512246680048497,0.59514427
-73.48134369933678,10.512246680048497,0.57437354
-73.47676062038482,10.512246680048497,0.44678164
-73.47217754143286,10.512246680048497,0.69751453
-73.46759446248089,10.512246680048497,0.64113671
-73.46301138352892,10.512246680048497,0.73015434
-73.45842830457697,10.512246680048497,0.67377651
-73.453845225625,10.512246680048497,0.55558091
-73.44926214667304,10.512246680048497,0.40276739
-73.44467906772107,10.512246680048497,0.18121248
-73.4400959887691,10.512246680048497,0.02691532
-73.55925604152017,10.507740490923375,0.9398402
-73.55467296256822,10.507740490923375,0.61245328
-73.55008988361624,10.507740490923375,0.72125256
-73.54550680466427,10.507740490923375,0.52689749
-73.54092372571232,10.507740490923375,0.66982019
-73.53634064676035,10.507740490923375,0.67526013
-73.5317575678084,10.507740490923375,0.38100752
-73.52717448885642,10.507740490923375,0.27863729
-73.52259140990446,10.507740490923375,0.34045509
-73.5180083309525,10.507740490923375,0.31869522
-73.51342525200053,10.507740490923375,0.59712249
-73.50884217304856,10.507740490923375,0.59860611
-73.5042590940966,10.507740490923375,0.71432894
-73.49967601514464,10.507740490923375,0.69652545
-73.49509293619268,10.507740490923375,0.51898479
-73.49050985724071,10.507740490923375,0.47398147
-73.48592677828874,10.507740490923375,0.54816282
-73.48134369933678,10.507740490923375,0.55310822
-73.47676062038482,10.507740490923375,0.67971098
-73.47217754143286,10.507740490923375,0.64014763
-73.46759446248089,10.507740490923375,0.58574802
-73.46301138352892,10.507740490923375,0.65498388
-73.45842830457697,10.507740490923375,0.75784868
-73.453845225625,10.507740490923375,0.6787219
-73.44926214667304,10.507740490923375,0.79741204
-73.44467906772107,10.507740490923375,0.48041052
-73.4400959887691,10.507740490923375,0.45865065
-73.43551290981715,10.507740490923375,0.60503513
-73.43092983086518,10.507740490923375,0.46507969
-73.42634675191321,10.507740490923375,0.26528466
-73.42176367296125,10.507740490923375,0.07785317
-73.56383912047214,10.503234236063236,0.53431559
-73.55925604152017,10.503234236063236,0.36814943
-73.55467296256822,10.503234236063236,0.59069341
-73.55008988361624,10.503234236063236,0.6243223
-73.54550680466427,10.503234236063236,0.18764153
-73.54092372571232,10.503234236063236,0.52393025
-73.53634064676035,10.503234236063236,0.9373675
-73.60508683103981,10.471688613722968,0.27468097
-73.60050375208785,10.471688613722968,0.23907392
-73.5959206731359,10.471688613722968,0.11988925
-73.58675451523195,10.471688613722968,0.3607313
-73.58217143627999,10.471688613722968,0.41364732
-73.57758835732803,10.471688613722968,0.16835439
-73.57300527837607,10.471688613722968,0.22225949
-73.56842219942409,10.471688613722968,0.53035927
-73.56383912047214,10.471688613722968,0.39881104
-73.55925604152017,10.471688613722968,0.49227953
-73.55467296256822,10.471688613722968,0.59168249
-73.55008988361624,10.471688613722968,0.15252905
-73.54550680466427,10.471688613722968,0.25984469
-73.54092372571232,10.471688613722968,0.39386562
-73.53634064676035,10.471688613722968,0.45766157
-73.5317575678084,10.471688613722968,0.62827861
-73.52717448885642,10.471688613722968,0.47398147
-73.52259140990446,10.471688613722968,0.40326193
-73.5180083309525,10.471688613722968,0.53678834
-73.51342525200053,10.471688613722968,0.63371861
-73.50884217304856,10.471688613722968,0.68811822
-73.5042590940966,10.471688613722968,0.80483019
-73.49967601514464,10.471688613722968,0.94775289
-73.49509293619268,10.471688613722968,0.84290993
-73.49050985724071,10.471688613722968,0.77169585
-73.48592677828874,10.471688613722968,0.79543388
-73.48134369933678,10.471688613722968,0.77960855
-73.47676062038482,10.471688613722968,0.66734743
-73.47217754143286,10.471688613722968,0.71037263
-73.46759446248089,10.471688613722968,0.16538714
-73.453845225625,10.471688613722968,0.07142412
-73.44926214667304,10.471688613722968,0.00960635
-73.38051596239357,10.471688613722968,0.12582377
-73.3759328834416,10.471688613722968,0.02691532
-73.64175146265552,10.467181833951829,0.27567005
-73.63716838370357,10.467181833951829,0.32116792
-73.6325853047516,10.467181833951829,0.19011424
-73.62800222579963,10.467181833951829,0.14164911
-73.62341914684767,10.467181833951829,0.16241989
-73.61425298894375,10.467181833951829,0.03631163
-73.60508683103981,10.467181833951829,0.16241989
-73.60050375208785,10.467181833951829,0.1742889
-73.5959206731359,10.467181833951829,0.11543837
-73.58675451523195,10.467181833951829,0.52195203
-73.58217143627999,10.467181833951829,0.40177831
-73.57300527837607,10.467181833951829,0.27220824
-73.56842219942409,10.467181833951829,0.28753906
-73.56383912047214,10.467181833951829,0.53728288
-73.55925604152017,10.467181833951829,0.7266925
-73.55467296256822,10.467181833951829,0.55360276
-73.55008988361624,10.467181833951829,0.46755242
-73.54550680466427,10.467181833951829,0.36419308
-73.54092372571232,10.467181833951829,0.51997387
-73.53634064676035,10.467181833951829,0.47694871
-73.5317575678084,10.467181833951829,0.4977195
-73.52717448885642,10.467181833951829,0.32017884
-73.52259140990446,10.467181833951829,0.18071795
-73.5180083309525,10.467181833951829,0.43293446
-73.51342525200053,10.467181833951829,0.45172706
-73.50884217304856,10.467181833951829,0.57981348
-73.5042590940966,10.467181833951829,0.54717368
-73.49967601514464,10.467181833951829,0.68515098
-73.49509293619268,10.467181833951829,0.78059763
-73.49050985724071,10.467181833951829,0.80433565
-73.48592677828874,10.467181833951829,0.5842644
-73.48134369933678,10.467181833951829,0.27418643
-73.47676062038482,10.467181833951829,0.28852814
-73.47217754143286,10.467181833951829,0.70295447
-73.46759446248089,10.467181833951829,0.69405276
-73.46301138352892,10.467181833951829,0.40029466
-73.45842830457697,10.467181833951829,0.20445597
-73.453845225625,10.467181833951829,0.1554963
-73.44926214667304,10.467181833951829,0.20940138
-73.44467906772107,10.467181833951829,0.12730739
-73.65091762055945,10.462674988687986,0.21632499
-73.64633454160749,10.462674988687986,0.15401267
-73.64175146265552,10.462674988687986,0.33254239
-73.63716838370357,10.462674988687986,0.2084123
-73.62800222579963,10.462674988687986,0.15104541
-73.62341914684767,10.462674988687986,0.08823855
-73.6188360678957,10.462674988687986,0.03730071
-73.60508683103981,10.462674988687986,0.11939471
-73.60050375208785,10.462674988687986,0.12631831
-73.5959206731359,10.462674988687986,0.15945263
-73.59133759418393,10.462674988687986,0.2212704
-73.58675451523195,10.462674988687986,0.363204
-73.58217143627999,10.462674988687986,0.13274735
-73.57300527837607,10.462674988687986,0.2212704
-73.56842219942409,10.462674988687986,0.04669701
-73.56383912047214,10.462674988687986,0.25440472
-73.55925604152017,10.462674988687986,0.68366736
-73.55467296256822,10.462674988687986,0.33748782
-73.55008988361624,10.462674988687986,0.25588834
-73.54550680466427,10.462674988687986,0.57190084
-73.54092372571232,10.462674988687986,0.66091841
-73.53634064676035,10.462674988687986,0.71185625
-73.5317575678084,10.462674988687986,0.59316611
-73.5042590940966,10.45366110178993,0.63124585
-73.49967601514464,10.45366110178993,0.60849696
-73.49509293619268,10.45366110178993,0.20396143
-73.49050985724071,10.45366110178993,0.33748782
-73.48592677828874,10.45366110178993,0.7138344
-73.48134369933678,10.45366110178993,0.7138344
-73.47676062038482,10.45366110178993,0.58871526
-73.47217754143286,10.45366110178993,0.75587052
-73.46759446248089,10.45366110178993,0.38595295
-73.46301138352892,10.45366110178993,0.62827861
-73.45842830457697,10.45366110178993,0.74004513
-73.453845225625,10.45366110178993,0.51502848
-73.44926214667304,10.45366110178993,0.53481013
-73.44467906772107,10.45366110178993,0.67179835
-73.4400959887691,10.45366110178993,0.60454059
-73.43551290981715,10.45366110178993,0.31127709
-73.69216533112713,10.449154060209587,0.62531137
-73.68758225217516,10.449154060209587,0.66734743
-73.6829991732232,10.449154060209587,0.67229289
-73.67841609427124,10.449154060209587,0.41018552
-73.67383301531927,10.449154060209587,0.20593959
-73.66924993636731,10.449154060209587,0.41513094
-73.66466685741534,10.449154060209587,0.53035927
-73.66008377846339,10.449154060209587,0.49574131
-73.65550069951142,10.449154060209587,0.63371861
-73.65091762055945,10.449154060209587,0.56794447
-73.64633454160749,10.449154060209587,0.21632499
-73.64175146265552,10.449154060209587,0.22077586
-73.63716838370357,10.449154060209587,0.10159119
-73.62341914684767,10.449154060209587,0.2024778
-73.6188360678957,10.449154060209587,0.17132165
-73.61425298894375,10.449154060209587,0.13324189
-73.60966990999177,10.449154060209587,0.12483468
-73.60508683103981,10.449154060209587,0.157969
-73.60050375208785,10.449154060209587,0.13324189
-73.5959206731359,10.449154060209587,0.08329313
-73.59133759418393,10.449154060209587,0.21236864
-73.58217143627999,10.449154060209587,0.11395475
-73.57300527837607,10.449154060209587,0.075875
-73.56842219942409,10.449154060209587,0.19060878
-73.56383912047214,10.449154060209587,0.28259364
-73.55925604152017,10.449154060209587,0.49574131
-73.55467296256822,10.449154060209587,0.68465644
-73.55008988361624,10.449154060209587,0.54766822
-73.54550680466427,10.449154060209587,0.68465644
-73.54092372571232,10.449154060209587,0.75389236
-73.53634064676035,10.449154060209587,0.56794447
-73.5317575678084,10.449154060209587,0.45518887
-73.52717448885642,10.449154060209587,0.29446265
-73.52259140990446,10.449154060209587,0.31276071
-73.5180083309525,10.449154060209587,0.65003848
-73.51342525200053,10.449154060209587,0.81175375
-73.50884217304856,10.449154060209587,0.65498388
-73.5042590940966,10.449154060209587,0.50167584
-73.49967601514464,10.449154060209587,0.5812971
-73.49509293619268,10.449154060209587,0.74845237
-73.49050985724071,10.449154060209587,0.29248449
-73.48592677828874,10.449154060209587,0.22621582
-73.48134369933678,10.449154060209587,0.60849696
-73.47676062038482,10.449154060209587,0.52096295
-73.47217754143286,10.449154060209587,0.50662124
-73.46759446248089,10.449154060209587,0.12730739
-73.46301138352892,10.449154060209587,0.25786653
-73.45842830457697,10.449154060209587,0.61739868
-73.453845225625,10.449154060209587,0.59761703
-73.44926214667304,10.449154060209587,0.5387665
-73.44467906772107,10.449154060209587,0.31078255
-73.4400959887691,10.449154060209587,0.36518219
-73.43551290981715,10.449154060209587,0.35331318
-73.43092983086518,10.449154060209587,0.26874647
-73.6967484100791,10.444646953244291,0.39436015
-73.69216533112713,10.444646953244291,0.76675045
-73.68758225217516,10.444646953244291,0.60058427
-73.6829991732232,10.444646953244291,0.61542052
-73.67841609427124,10.444646953244291,0.42353815
-73.67383301531927,10.444646953244291,0.40820736
-73.66924993636731,10.444646953244291,0.34589502
-73.66466685741534,10.444646953244291,0.34243324
-73.66008377846339,10.444646953244291,0.40919644
-73.65550069951142,10.444646953244291,0.66536927
-73.65091762055945,10.444646953244291,0.53975558
-73.64633454160749,10.444646953244291,0.53728288
-73.64175146265552,10.444646953244291,0.35281864
-73.63716838370357,10.444646953244291,0.39287654
-73.6325853047516,10.444646953244291,0.28111002
-73.62800222579963,10.444646953244291,0.33402601
-73.62341914684767,10.444646953244291,0.10258028
-73.6188360678957,10.444646953244291,0.03581708
-73.61425298894375,10.444646953244291,0.02048627
-73.60966990999177,10.444646953244291,0.11543837
-73.60508683103981,10.444646953244291,0.10703116
-73.60050375208785,10.444646953244291,0.11395475
-73.5959206731359,10.444646953244291,0.07439137
-73.59133759418393,10.444646953244291,0.05263152
-73.58217143627999,10.444646953244291,0.01652994
-73.57300527837607,10.444646953244291,0.10950387
-73.56842219942409,10.444646953244291,0.01554085
-73.56383912047214,10.444646953244291,0.22621582
-73.55925604152017,10.444646953244291,0.11444929
-73.55467296256822,10.444646953244291,0.45073798
-73.55008988361624,10.444646953244291,0.60651875
-73.54550680466427,10.444646953244291,0.55607545
-73.54092372571232,10.444646953244291,0.5837698
-73.53634064676035,10.444646953244291,0.72619796
-73.5317575678084,10.444646953244291,0.64855486
-73.52717448885642,10.444646953244291,0.38496387
-73.52259140990446,10.444646953244291,0.64311486
-73.5180083309525,10.444646953244291,0.78307033
-73.51342525200053,10.444646953244291,0.59514427
-73.50884217304856,10.444646953244291,0.55014098
-73.5042590940966,10.444646953244291,0.6089915
-73.49967601514464,10.444646953244291,0.57585716
-73.49509293619268,10.444646953244291,0.37408394
-73.49050985724071,10.444646953244291,0.08477676
-73.48592677828874,10.444646953244291,0.29644081
-73.48134369933678,10.444646953244291,0.6218496
-73.47676062038482,10.444646953244291,0.66042387
-73.47217754143286,10.444646953244291,0.36567673
-73.46301138352892,10.444646953244291,0.01356268
-73.453845225625,10.444646953244291,0.27220824
-73.6967484100791,10.440139780920978,0.4977195
-73.69216533112713,10.440139780920978,0.82560098
-73.68758225217516,10.440139780920978,0.67971098
-73.6829991732232,10.440139780920978,0.55063552
-73.67841609427124,10.440139780920978,0.47002512
-73.67383301531927,10.440139780920978,0.38051298
-73.66924993636731,10.440139780920978,0.38150206
-73.66466685741534,10.440139780920978,0.4111746
-73.66008377846339,10.440139780920978,0.34045509
-73.65550069951142,10.440139780920978,0.46705788
-73.65091762055945,10.440139780920978,0.54470098
-73.64633454160749,10.440139780920978,0.65053302
-73.64175146265552,10.440139780920978,0.42650542
-73.63716838370357,10.440139780920978,0.44777071
-73.6325853047516,10.440139780920978,0.28605542
-73.62800222579963,10.440139780920978,0.21236864
-73.62341914684767,10.440139780920978,0.10060211
-73.61425298894375,10.440139780920978,0.14807816
-73.60966990999177,10.440139780920978,0.1545072
-73.60508683103981,10.440139780920978,0.14807816
-73.60050375208785,10.440139780920978,0.17626706
-73.59133759418393,10.440139780920978,0.06845687
-73.58217143627999,10.440139780920978,0.00218821
-73.57300527837607,10.440139780920978,0.06746779
-73.56842219942409,10.440139780920978,0.12434013
-73.56383912047214,10.440139780920978,0.23116125
-73.55925604152017,10.440139780920978,0.28061548
-73.55467296256822,10.440139780920978,0.32116792
-73.55008988361624,10.440139780920978,0.32166246
-73.54550680466427,10.440139780920978,0.40029466
-73.54092372571232,10.440139780920978,0.46903604
-73.53634064676035,10.440139780920978,0.59415519
-73.5317575678084,10.440139780920978,0.6490494
-73.52717448885642,10.440139780920978,0.61443144
