x,y,dhi
-73.59098320250258,10.823374299391771,191.36410522
-73.55473012658362,10.823374299391771,191.36410522
-73.51847705066467,10.823374299391771,192.32862854
-73.48222397474572,10.823374299391771,192.26766968
-73.44597089882677,10.823374299391771,196.50479126
-73.40971782290781,10.823374299391771,204.02410889
-73.37346474698886,10.823374299391771,195.16246033
-73.33721167106991,10.823374299391771,190.65493774
-73.30095859515096,10.823374299391771,190.72192383
-73.264705519232,10.823374299391771,191.26766968
-75.25862469477448,10.787764026195646,206.73123169
-73.59098320250258,10.787764026195646,203.44630432
-73.55473012658362,10.787764026195646,203.44630432
-73.51847705066467,10.787764026195646,206.38069153
-73.48222397474572,10.787764026195646,206.71191406
-73.44597089882677,10.787764026195646,208.05259705
-73.40971782290781,10.787764026195646,206.94616699
-73.37346474698886,10.787764026195646,210.87109375
-73.33721167106991,10.787764026195646,215.97589111
-73.30095859515096,10.787764026195646,203.22850037
-73.264705519232,10.787764026195646,197.42410278
-75.25862469477448,10.752149535422618,210.75904846
-73.51847705066467,10.752149535422618,200.89205933
-73.48222397474572,10.752149535422618,212.33575439
-73.44597089882677,10.752149535422618,217.24603271
-73.40971782290781,10.752149535422618,205.03302002
-73.37346474698886,10.752149535422618,202.95219421
-73.33721167106991,10.752149535422618,206.50164795
-73.30095859515096,10.752149535422618,202.41452026
-75.25862469477448,10.716530840335311,210.74794006
-73.55473012658362,10.716530840335311,182.02397156
-73.51847705066467,10.716530840335311,203.7286377
-73.48222397474572,10.716530840335311,222.70370483
-73.44597089882677,10.716530840335311,214.34425354
-73.40971782290781,10.716530840335311,212.62808228
-73.37346474698886,10.716530840335311,210.17999268
-73.33721167106991,10.716530840335311,211.33808899
-73.30095859515096,10.716530840335311,214.82397461
-73.264705519232,10.716530840335311,205.27616882
-73.22845244331303,10.716530840335311,200.45478821
-75.36738392253133,10.680907954204427,213.44999695
-75.33113084661238,10.680907954204427,211.83602905
-75.29487777069343,10.680907954204427,211.83602905
-75.25862469477448,10.680907954204427,212.11437988
-73.59098320250258,10.680907954204427,199.95370483
-73.55473012658362,10.680907954204427,199.95370483
-73.51847705066467,10.680907954204427,221.06520081
-73.48222397474572,10.680907954204427,223.30589294
-73.44597089882677,10.680907954204427,216.50643921
-73.40971782290781,10.680907954204427,211.65438843
-73.37346474698886,10.680907954204427,203.09439087
-73.33721167106991,10.680907954204427,206.39944458
-73.30095859515096,10.680907954204427,209.6473999
-73.264705519232,10.680907954204427,207.32369995
-73.22845244331303,10.680907954204427,202.13465881
-73.19219936739408,10.680907954204427,199.85931396
-73.15594629147513,10.680907954204427,203.37452698
-75.4036369984503,10.6452808903087,215.70150757
-75.36738392253133,10.6452808903087,218.08836365
-75.33113084661238,10.6452808903087,211.20384216
-75.29487777069343,10.6452808903087,211.20384216
-75.25862469477448,10.6452808903087,208.82315063
-73.59098320250258,10.6452808903087,211.57150269
-73.55473012658362,10.6452808903087,211.57150269
-73.51847705066467,10.6452808903087,213.96958923
-73.48222397474572,10.6452808903087,211.51629639
-73.44597089882677,10.6452808903087,209.96040344
-73.40971782290781,10.6452808903087,197.24671936
-73.37346474698886,10.6452808903087,203.09439087
-73.33721167106991,10.6452808903087,206.39944458
-73.30095859515096,10.6452808903087,209.6473999
-73.264705519232,10.6452808903087,207.32369995
-73.22845244331303,10.6452808903087,202.13465881
-73.19219936739408,10.6452808903087,199.85931396
-73.15594629147513,10.6452808903087,203.37452698
-73.11969321555618,10.6452808903087,203.37452698
-75.43989007436923,10.609649661934888,210.62876892
-75.4036369984503,10.609649661934888,211.2938385
-75.36738392253133,10.609649661934888,213.71507263
-75.33113084661238,10.609649661934888,215.00068665
-75.29487777069343,10.609649661934888,215.00068665
-75.25862469477448,10.609649661934888,210.92712402
-73.59098320250258,10.609649661934888,211.57150269
-73.55473012658362,10.609649661934888,211.57150269
-73.51847705066467,10.609649661934888,213.96958923
-73.48222397474572,10.609649661934888,211.51629639
-73.44597089882677,10.609649661934888,209.96040344
-73.40971782290781,10.609649661934888,197.24671936
-73.37346474698886,10.609649661934888,206.83699036
-73.33721167106991,10.609649661934888,204.04986572
-73.30095859515096,10.609649661934888,204.65068054
-73.264705519232,10.609649661934888,206.80821228
-73.22845244331303,10.609649661934888,200.18945313
-73.19219936739408,10.609649661934888,203.28657532
-73.15594629147513,10.609649661934888,200.93067932
-73.11969321555618,10.609649661934888,200.93067932
-75.47614315028817,10.574014282377739,212.07328796
-75.43989007436923,10.574014282377739,208.3139801
-75.4036369984503,10.574014282377739,213.16862488
-75.36738392253133,10.574014282377739,215.86054993
-75.33113084661238,10.574014282377739,216.00328064
-75.29487777069343,10.574014282377739,216.00328064
-75.25862469477448,10.574014282377739,213.08958435
-73.59098320250258,10.574014282377739,211.62493896
-73.55473012658362,10.574014282377739,211.62493896
-73.51847705066467,10.574014282377739,207.19589233
-73.48222397474572,10.574014282377739,211.33410645
-73.44597089882677,10.574014282377739,211.33300781
-73.40971782290781,10.574014282377739,202.65466309
-73.37346474698886,10.574014282377739,205.60862732
-73.33721167106991,10.574014282377739,214.13725281
-73.30095859515096,10.574014282377739,203.80014038
-73.264705519232,10.574014282377739,206.1395874
-73.22845244331303,10.574014282377739,197.0201416
-73.19219936739408,10.574014282377739,201.71835327
-73.15594629147513,10.574014282377739,200.70478821
-73.11969321555618,10.574014282377739,200.70478821
-75.47614315028817,10.53837476493998,212.07328796
-75.43989007436923,10.53837476493998,208.3139801
-75.4036369984503,10.53837476493998,213.16862488
-75.36738392253133,10.53837476493998,215.86054993
-75.33113084661238,10.53837476493998,216.00328064
-75.29487777069343,10.53837476493998,216.00328064
-75.25862469477448,10.53837476493998,213.08958435
-73.55473012658362,10.53837476493998,204.4009552
-73.51847705066467,10.53837476493998,200.58192444
-73.48222397474572,10.53837476493998,202.83836365
-73.44597089882677,10.53837476493998,198.46205139
-73.40971782290781,10.53837476493998,196.14877319
-73.37346474698886,10.53837476493998,201.14808655
-73.33721167106991,10.53837476493998,205.35890198
-73.30095859515096,10.53837476493998,197.85958862
-73.264705519232,10.53837476493998,203.42712402
-73.22845244331303,10.53837476493998,198.1993103
-73.19219936739408,10.53837476493998,201.34109497
-73.15594629147513,10.53837476493998,202.1675415
-73.11969321555618,10.53837476493998,202.1675415
-75.47614315028817,10.502731122932278,209.69740295
-75.43989007436923,10.502731122932278,212.4630127
-75.4036369984503,10.502731122932278,216.73439026
-75.36738392253133,10.502731122932278,216.97206116
-75.33113084661238,10.502731122932278,216.0305481
-75.29487777069343,10.502731122932278,216.0305481
-75.25862469477448,10.502731122932278,214.31959534
-73.55473012658362,10.502731122932278,206.01177979
-73.51847705066467,10.502731122932278,202.24697876
-73.48222397474572,10.502731122932278,201.94232178
-73.44597089882677,10.502731122932278,201.70137024
-73.40971782290781,10.502731122932278,213.89863586
-73.37346474698886,10.502731122932278,210.77259827
-73.33721167106991,10.502731122932278,207.70726013
-73.30095859515096,10.502731122932278,203.97972107
-73.264705519232,10.502731122932278,207.4798584
-73.22845244331303,10.502731122932278,201.03274536
-73.19219936739408,10.502731122932278,200.90452576
-73.15594629147513,10.502731122932278,200.57260132
-75.47614315028817,10.467083369673231,213.94151306
-75.43989007436923,10.467083369673231,215.89302063
-75.4036369984503,10.467083369673231,217.35411072
-75.36738392253133,10.467083369673231,218.82452393
-75.33113084661238,10.467083369673231,218.64944458
-75.29487777069343,10.467083369673231,218.64944458
-75.25862469477448,10.467083369673231,217.40711975
-75.22237161885552,10.467083369673231,219.42150879
-73.62723627842153,10.467083369673231,219.68862915
-73.59098320250258,10.467083369673231,223.22492981
-73.55473012658362,10.467083369673231,223.22492981
-73.51847705066467,10.467083369673231,222.09767151
-73.48222397474572,10.467083369673231,222.07862854
-73.44597089882677,10.467083369673231,226.92822266
-73.40971782290781,10.467083369673231,234.4808197
-73.37346474698886,10.467083369673231,225.77410889
-73.33721167106991,10.467083369673231,212.19685364
-73.30095859515096,10.467083369673231,198.86151123
-73.264705519232,10.467083369673231,200.41793823
-73.22845244331303,10.467083369673231,202.98054504
-73.19219936739408,10.467083369673231,197.79177856
-75.51239622620713,10.431431518489338,216.65560913
-75.47614315028817,10.431431518489338,213.70246887
-75.43989007436923,10.431431518489338,217.01397705
-75.4036369984503,10.431431518489338,216.29986572
-75.36738392253133,10.431431518489338,218.34588623
-75.33113084661238,10.431431518489338,219.16944885
-75.29487777069343,10.431431518489338,221.6869812
-75.25862469477448,10.431431518489338,221.6869812
-75.22237161885552,10.431431518489338,219.67698669
-75.18611854293657,10.431431518489338,219.84342957
-73.7359955061784,10.431431518489338,221.20068359
-73.69974243025945,10.431431518489338,220.16383362
-73.6634893543405,10.431431518489338,216.2130127
-73.62723627842153,10.431431518489338,220.37136841
-73.59098320250258,10.431431518489338,223.27972412
-73.55473012658362,10.431431518489338,223.27972412
-73.51847705066467,10.431431518489338,227.89164734
-73.48222397474572,10.431431518489338,234.97233582
-73.44597089882677,10.431431518489338,229.8639679
-73.40971782290781,10.431431518489338,225.31040955
-73.37346474698886,10.431431518489338,217.96150208
-73.33721167106991,10.431431518489338,216.6295929
-73.30095859515096,10.431431518489338,206.53288269
-73.264705519232,10.431431518489338,211.47041321
-73.22845244331303,10.431431518489338,208.17247009
-73.19219936739408,10.431431518489338,201.68534851
-73.15594629147513,10.431431518489338,207.16889954
-75.51239622620713,10.395775582714974,219.57931519
-75.47614315028817,10.395775582714974,216.54698181
-75.43989007436923,10.395775582714974,217.6282196
-75.4036369984503,10.395775582714974,216.17698669
-75.36738392253133,10.395775582714974,217.17054749
-75.33113084661238,10.395775582714974,220.46630859
-75.29487777069343,10.395775582714974,223.00396729
-75.25862469477448,10.395775582714974,223.00396729
-75.22237161885552,10.395775582714974,217.42726135
-75.18611854293657,10.395775582714974,217.53233337
