x,y,cafe_area
-73.5180083309525,10.444646953244291,18.98999977
-73.51342525200053,10.521258860986036,6.36999989
-73.50884217304856,10.521258860986036,10.60999966
-73.5042590940966,10.521258860986036,6.96000004
-73.49967601514464,10.521258860986036,12.05000019
-73.49509293619268,10.521258860986036,21.20999908
-73.49050985724071,10.521258860986036,17.12999916
-73.48592677828874,10.521258860986036,12.56000042
-73.48134369933678,10.521258860986036,7.9000001
-73.53634064676035,10.516752803411688,3.96000004
-73.5317575678084,10.516752803411688,6.0999999
-73.52717448885642,10.516752803411688,6.3499999
-73.52259140990446,10.516752803411688,4.78000021
-73.5180083309525,10.516752803411688,3.31999993
-73.51342525200053,10.516752803411688,8.48999977
-73.50884217304856,10.516752803411688,18.29999924
-73.5042590940966,10.516752803411688,18.89999962
-73.49967601514464,10.516752803411688,11.68000031
-73.49509293619268,10.516752803411688,18.54999924
-73.49050985724071,10.516752803411688,17.54000092
-73.48592677828874,10.516752803411688,18.43000031
-73.48134369933678,10.516752803411688,19.80999947
-73.47676062038482,10.516752803411688,15.75
-73.47217754143286,10.516752803411688,16.04000092
-73.46759446248089,10.516752803411688,11.72000027
-73.46301138352892,10.516752803411688,6.48999977
-73.49967601514464,10.480701976679413,19.80999947
-73.6188360678957,10.404080052679653,5.88000011
-73.61425298894375,10.404080052679653,3.30999994
-73.60966990999177,10.404080052679653,5.17999983
-73.60508683103981,10.404080052679653,2.88000011
-73.59133759418393,10.404080052679653,9.39000034
-73.58675451523195,10.404080052679653,11.55000019
-73.58217143627999,10.404080052679653,9.60000038
-73.57758835732803,10.404080052679653,13.72999954
-73.57300527837607,10.404080052679653,9.27999973
-73.56842219942409,10.404080052679653,12.26000023
-73.56383912047214,10.404080052679653,12.76000023
-73.55925604152017,10.404080052679653,6.34000015
-73.55467296256822,10.404080052679653,14.31000042
-73.55008988361624,10.404080052679653,12.73999977
-73.54550680466427,10.404080052679653,9.60999966
-73.54092372571232,10.404080052679653,15.96000004
-73.53634064676035,10.404080052679653,16.64999962
-73.5317575678084,10.404080052679653,10.64999962
-73.52717448885642,10.404080052679653,9.60999966
-73.52259140990446,10.404080052679653,10
-73.5180083309525,10.404080052679653,11.46000004
-73.51342525200053,10.404080052679653,10.14999962
-73.50884217304856,10.404080052679653,6.69000006
-73.5042590940966,10.404080052679653,10.65999985
-73.49967601514464,10.404080052679653,4.69999981
-73.49509293619268,10.404080052679653,3.63000011
-73.0459511989002,10.404080052679653,2.57999992
-73.01845272518841,10.404080052679653,3.30999994
-73.01386964623646,10.404080052679653,14.53999996
-73.00928656728449,10.404080052679653,14.35000038
-73.00470348833252,10.404080052679653,14.10999966
-73.00012040938056,10.404080052679653,14.42000008
-72.97262193566878,10.404080052679653,3.42000008
-73.72424688379087,10.399572293346928,11.84000015
-73.71966380483892,10.399572293346928,18.14999962
-73.71508072588695,10.399572293346928,5.48000002
-73.71049764693498,10.399572293346928,13.57999992
-73.70591456798302,10.399572293346928,7.92000008
-73.70133148903106,10.399572293346928,12.03999996
-73.6967484100791,10.399572293346928,15.84000015
-73.69216533112713,10.399572293346928,11.96000004
-73.68758225217516,10.399572293346928,14.39999962
-73.6829991732232,10.399572293346928,15.10000038
-73.67841609427124,10.399572293346928,11.63000011
-73.67383301531927,10.399572293346928,8.35000038
-73.66924993636731,10.399572293346928,20.87999916
-73.66466685741534,10.399572293346928,16.92000008
-73.66008377846339,10.399572293346928,19
-73.65550069951142,10.399572293346928,12.85000038
-73.65091762055945,10.399572293346928,14.93999958
-73.64633454160749,10.399572293346928,9.32999992
-73.64175146265552,10.399572293346928,4.9000001
-73.63716838370357,10.399572293346928,8.09000015
-73.6325853047516,10.399572293346928,9.31999969
-73.62800222579963,10.399572293346928,3.48000002
-73.62341914684767,10.399572293346928,3.63000011
-73.6188360678957,10.399572293346928,7.07000017
-73.61425298894375,10.399572293346928,3.30999994
-73.60966990999177,10.399572293346928,5.17999983
-73.60508683103981,10.399572293346928,2.88000011
-73.60050375208785,10.399572293346928,6.38000011
-73.5959206731359,10.399572293346928,4.42000008
-73.59133759418393,10.399572293346928,9.39000034
-73.58675451523195,10.399572293346928,11.55000019
-73.58217143627999,10.399572293346928,13.82999992
-73.57758835732803,10.399572293346928,13.72999954
-73.57300527837607,10.399572293346928,14.31000042
-73.56842219942409,10.399572293346928,12.26000023
-73.56383912047214,10.399572293346928,14.14999962
-73.55925604152017,10.399572293346928,6.34000015
-73.55467296256822,10.399572293346928,14.31000042
-73.55008988361624,10.399572293346928,12.73999977
-73.54550680466427,10.399572293346928,17.11000061
-73.54092372571232,10.399572293346928,15.96000004
-73.53634064676035,10.399572293346928,16.64999962
-73.5317575678084,10.399572293346928,10.64999962
-73.52717448885642,10.399572293346928,9.35000038
-73.52259140990446,10.399572293346928,10
-73.5180083309525,10.399572293346928,11.46000004
-73.51342525200053,10.399572293346928,10.14999962
-73.50884217304856,10.399572293346928,4.19999981
-73.5042590940966,10.399572293346928,10.65999985
-73.49967601514464,10.399572293346928,11.06000042
-73.49509293619268,10.399572293346928,3.63000011
-73.0459511989002,10.399572293346928,2.57999992
-73.01386964623646,10.399572293346928,2.88000011
-73.00928656728449,10.399572293346928,14.35000038
-73.00470348833252,10.399572293346928,14.10999966
-73.00012040938056,10.399572293346928,14.42000008
