x,y,dni
-73.59098320250258,10.823374299391771,509.45822144
-73.55473012658362,10.823374299391771,509.45822144
-73.51847705066467,10.823374299391771,496.01861572
-73.48222397474572,10.823374299391771,481.98876953
-73.44597089882677,10.823374299391771,420.08108521
-73.40971782290781,10.823374299391771,402.08587646
-73.37346474698886,10.823374299391771,428.55905151
-73.33721167106991,10.823374299391771,459.46932983
-73.30095859515096,10.823374299391771,433.88903809
-73.264705519232,10.823374299391771,442.38302612
-75.25862469477448,10.787764026195646,467.05480957
-73.59098320250258,10.787764026195646,433.46835327
-73.55473012658362,10.787764026195646,433.46835327
-73.51847705066467,10.787764026195646,436.34671021
-73.48222397474572,10.787764026195646,427.35220337
-73.44597089882677,10.787764026195646,352.77697754
-73.40971782290781,10.787764026195646,317.40258789
-73.37346474698886,10.787764026195646,319.11889648
-73.33721167106991,10.787764026195646,318.91040039
-73.30095859515096,10.787764026195646,378.70217896
-73.264705519232,10.787764026195646,431.26535034
-75.25862469477448,10.752149535422618,459.44204712
-73.51847705066467,10.752149535422618,432.32409668
-73.48222397474572,10.752149535422618,348.54534912
-73.44597089882677,10.752149535422618,290.14575195
-73.40971782290781,10.752149535422618,329.58190918
-73.37346474698886,10.752149535422618,322.9019165
-73.33721167106991,10.752149535422618,332.69616699
-73.30095859515096,10.752149535422618,383.79437256
-75.25862469477448,10.716530840335311,450.13671875
-73.55473012658362,10.716530840335311,502.2175293
-73.51847705066467,10.716530840335311,414.30151367
-73.48222397474572,10.716530840335311,287.50973511
-73.44597089882677,10.716530840335311,326.98629761
-73.40971782290781,10.716530840335311,312.39382935
-73.37346474698886,10.716530840335311,363.03616333
-73.33721167106991,10.716530840335311,378.42123413
-73.30095859515096,10.716530840335311,384.68807983
-73.264705519232,10.716530840335311,442.12918091
-73.22845244331303,10.716530840335311,466.72753906
-75.36738392253133,10.680907954204427,448.18054199
-75.33113084661238,10.680907954204427,452.56808472
-75.29487777069343,10.680907954204427,452.56808472
-75.25862469477448,10.680907954204427,447.693573
-73.59098320250258,10.680907954204427,436.89807129
-73.55473012658362,10.680907954204427,436.89807129
-73.51847705066467,10.680907954204427,298.42932129
-73.48222397474572,10.680907954204427,277.73672485
-73.44597089882677,10.680907954204427,354.66204834
-73.40971782290781,10.680907954204427,355.40274048
-73.37346474698886,10.680907954204427,427.75628662
-73.33721167106991,10.680907954204427,422.67453003
-73.30095859515096,10.680907954204427,423.75576782
-73.264705519232,10.680907954204427,443.4078064
-73.22845244331303,10.680907954204427,463.78259277
-73.19219936739408,10.680907954204427,475.93753052
-73.15594629147513,10.680907954204427,468.36425781
-75.4036369984503,10.6452808903087,447.26272583
-75.36738392253133,10.6452808903087,436.425354
-75.33113084661238,10.6452808903087,447.86779785
-75.29487777069343,10.6452808903087,447.86779785
-75.25862469477448,10.6452808903087,448.39178467
-73.59098320250258,10.6452808903087,358.91439819
-73.55473012658362,10.6452808903087,358.91439819
-73.51847705066467,10.6452808903087,329.06219482
-73.48222397474572,10.6452808903087,348.43179321
-73.44597089882677,10.6452808903087,385.40301514
-73.40971782290781,10.6452808903087,440.67370605
-73.37346474698886,10.6452808903087,427.75628662
-73.33721167106991,10.6452808903087,422.67453003
-73.30095859515096,10.6452808903087,423.75576782
-73.264705519232,10.6452808903087,443.4078064
-73.22845244331303,10.6452808903087,463.78259277
-73.19219936739408,10.6452808903087,475.93753052
-73.15594629147513,10.6452808903087,468.36425781
-73.11969321555618,10.6452808903087,468.36425781
-75.43989007436923,10.609649661934888,457.58328247
-75.4036369984503,10.609649661934888,446.45300293
-75.36738392253133,10.609649661934888,435.4175415
-75.33113084661238,10.609649661934888,427.16986084
-75.29487777069343,10.609649661934888,427.16986084
-75.25862469477448,10.609649661934888,435.72396851
-73.59098320250258,10.609649661934888,358.91439819
-73.55473012658362,10.609649661934888,358.91439819
-73.51847705066467,10.609649661934888,329.06219482
-73.48222397474572,10.609649661934888,348.43179321
-73.44597089882677,10.609649661934888,385.40301514
-73.40971782290781,10.609649661934888,440.67370605
-73.37346474698886,10.609649661934888,432.21109009
-73.33721167106991,10.609649661934888,438.61465454
-73.30095859515096,10.609649661934888,452.14465332
-73.264705519232,10.609649661934888,452.11437988
