x,y,cenital
-73.59098320250258,10.823374299391771,43.51073456
-73.55473012658362,10.823374299391771,43.51073456
-73.51847705066467,10.823374299391771,43.5164299
-73.48222397474572,10.823374299391771,43.52604675
-73.44597089882677,10.823374299391771,43.53067017
-73.40971782290781,10.823374299391771,43.53871918
-73.37346474698886,10.823374299391771,43.54344559
-73.33721167106991,10.823374299391771,43.5490036
-73.30095859515096,10.823374299391771,43.55445862
-73.264705519232,10.823374299391771,43.55686569
-75.25862469477448,10.787764026195646,43.2495079
-73.59098320250258,10.787764026195646,43.50296021
-73.55473012658362,10.787764026195646,43.50296021
-73.51847705066467,10.787764026195646,43.51306152
-73.48222397474572,10.787764026195646,43.51537323
-73.44597089882677,10.787764026195646,43.52639008
-73.40971782290781,10.787764026195646,43.52506256
-73.37346474698886,10.787764026195646,43.53971481
-73.33721167106991,10.787764026195646,43.54291916
-73.30095859515096,10.787764026195646,43.55067825
-73.264705519232,10.787764026195646,43.54964828
-75.25862469477448,10.752149535422618,43.24252701
-73.51847705066467,10.752149535422618,43.50240707
-73.48222397474572,10.752149535422618,43.50936127
-73.44597089882677,10.752149535422618,43.51547623
-73.40971782290781,10.752149535422618,43.52184296
-73.37346474698886,10.752149535422618,43.52663803
-73.33721167106991,10.752149535422618,43.53388596
-73.30095859515096,10.752149535422618,43.53881073
-75.25862469477448,10.716530840335311,43.23207474
-73.55473012658362,10.716530840335311,43.49251938
-73.51847705066467,10.716530840335311,43.49481964
-73.48222397474572,10.716530840335311,43.50010681
-73.44597089882677,10.716530840335311,43.51250458
-73.40971782290781,10.716530840335311,43.5111618
-73.37346474698886,10.716530840335311,43.51882172
-73.33721167106991,10.716530840335311,43.52190399
-73.30095859515096,10.716530840335311,43.53530121
-73.264705519232,10.716530840335311,43.53837967
-73.22845244331303,10.716530840335311,43.5449028
-75.36738392253133,10.680907954204427,43.21781921
-75.33113084661238,10.680907954204427,43.22588348
-75.29487777069343,10.680907954204427,43.22588348
-75.25862469477448,10.680907954204427,43.22517776
-73.59098320250258,10.680907954204427,43.48138046
-73.55473012658362,10.680907954204427,43.48138046
-73.51847705066467,10.680907954204427,43.48560715
-73.48222397474572,10.680907954204427,43.4944191
-73.44597089882677,10.680907954204427,43.50360489
-73.40971782290781,10.680907954204427,43.50776291
-73.37346474698886,10.680907954204427,43.51296616
-73.33721167106991,10.680907954204427,43.51546097
-73.30095859515096,10.680907954204427,43.52472687
-73.264705519232,10.680907954204427,43.52767944
-73.22845244331303,10.680907954204427,43.53394699
-73.19219936739408,10.680907954204427,43.54077911
-73.15594629147513,10.680907954204427,43.55386734
-75.4036369984503,10.6452808903087,43.20822144
-75.36738392253133,10.6452808903087,43.20756149
