x,y,palma_potencia
-73.34813824552612,10.295458635347135,2.63864565
-73.28392352182445,10.295458635347135,1.87483335
-73.26098969193099,10.295458635347135,0.10579683
-73.2564029259523,10.295458635347135,1.15059698
-73.22888233008014,10.295458635347135,0.35512412
-73.22429556410145,10.295458635347135,0.70734841
-73.39400590531304,10.290945687657876,0.81024539
-73.38483237335566,10.290945687657876,0.88939691
-73.34813824552612,10.290945687657876,2.63864565
-73.34355147954743,10.290945687657876,1.13080907
-73.28392352182445,10.290945687657876,1.87483335
-73.26098969193099,10.290945687657876,5.4564395
-73.2564029259523,10.290945687657876,1.15059698
-73.22888233008014,10.290945687657876,0.35512412
-73.43987356509994,10.286432675426617,0.91314238
-73.43528679912126,10.286432675426617,1.25349391
-73.43070003314257,10.286432675426617,1.71653032
-73.42611326716387,10.286432675426617,2.39723349
-73.42152650118518,10.286432675426617,0.73505145
-73.4123529692278,10.286432675426617,0.45010597
-73.39400590531304,10.286432675426617,0.90918475
-73.38941913933435,10.286432675426617,2.02917886
-73.38483237335566,10.286432675426617,1.75214851
-73.37565884139828,10.286432675426617,0.39865747
-73.34813824552612,10.286432675426617,2.09645772
-73.28392352182445,10.286432675426617,2.112288
-73.26098969193099,10.286432675426617,5.61474276
-73.2564029259523,10.286432675426617,4.31270027
-73.24722939399491,10.286432675426617,0.41844535
-73.43987356509994,10.281919598680433,2.63073039
-73.43528679912126,10.281919598680433,1.25349391
-73.43070003314257,10.281919598680433,4.48287582
-73.32979118161136,10.218729765334697,1.61363328
-73.32520441563265,10.218729765334697,2.78111839
-73.29768381976052,10.218729765334697,0.26409987
-73.2564029259523,10.218729765334697,0.09392411
-73.32979118161136,10.214215724115249,0.10183926
-73.29768381976052,10.214215724115249,0.26409987
-73.27933675584575,10.214215724115249,0.8775242
-73.32979118161136,10.209701618814377,0.10183926
-73.38024560737696,10.20067321607682,0.89335448
-73.38941913933435,10.191644557338934,0.1453726
-73.28392352182445,10.191644557338934,3.30747581
-73.27016322388837,10.191644557338934,0.45406353
-73.58665007641807,10.18713013203766,1.99356067
-73.42611326716387,10.18713013203766,0.10183926
-73.42152650118518,10.18713013203766,2.53574848
-73.38941913933435,10.18713013203766,0.55300295
-73.37565884139828,10.18713013203766,1.672997
-73.36648530944089,10.18713013203766,0.03851804
-73.33896471356873,10.18713013203766,1.81546974
-73.27933675584575,10.18713013203766,1.81546974
-73.27474998986706,10.18713013203766,0.56091809
-73.27016322388837,10.18713013203766,0.94480294
-73.26557645790967,10.18713013203766,0.84586358
-73.65086480011975,10.182615642817662,0.18890592
-73.64627803414106,10.182615642817662,1.39200902
-73.58665007641807,10.182615642817662,1.99356067
-73.42152650118518,10.182615642817662,2.53574848
-73.37565884139828,10.182615642817662,1.672997
-73.36648530944089,10.182615642817662,0.03851804
-73.36189854346219,10.182615642817662,0.80233026
-73.33896471356873,10.182615642817662,1.81546974
-73.27474998986706,10.182615642817662,0.56091809
-73.26557645790967,10.182615642817662,0.84586358
-73.2518161599736,10.182615642817662,0.44614837
-73.65086480011975,10.17810108970606,3.62012434
-73.64627803414106,10.17810108970606,0.65985751
-73.58665007641807,10.17810108970606,0.88148177
-73.4169397352065,10.17810108970606,0.26409987
-73.40317943727042,10.17810108970606,0.03060289
-73.39859267129172,10.17810108970606,0.78254235
-73.39400590531304,10.17810108970606,1.9619
-73.38024560737696,10.17810108970606,0.77858478
-73.37565884139828,10.17810108970606,0.84586358
-73.36648530944089,10.17810108970606,0.90522718
-73.33437794759004,10.17810108970606,1.02395451
-73.32979118161136,10.17810108970606,1.1189363
-73.29309705378182,10.17810108970606,0.28784534
-73.28851028780313,10.17810108970606,3.71906376
-73.28392352182445,10.17810108970606,5.2348156
-73.27933675584575,10.17810108970606,0.20869382
-73.26098969193099,10.17810108970606,0.87356657
-73.65086480011975,10.173586472729976,3.62012434
-73.64627803414106,10.173586472729976,0.65985751
-73.64169126816236,10.173586472729976,0.01477258
-73.4169397352065,10.173586472729976,0.26409987
-73.40317943727042,10.173586472729976,1.06353021
-73.39859267129172,10.173586472729976,0.78254235
-73.39400590531304,10.173586472729976,1.9619
-73.38024560737696,10.173586472729976,0.77858478
-73.37565884139828,10.173586472729976,0.39865747
-73.36648530944089,10.173586472729976,0.78254235
-73.33437794759004,10.173586472729976,1.02395451
-73.28851028780313,10.173586472729976,3.71906376
-73.28392352182445,10.173586472729976,5.2348156
-73.27933675584575,10.173586472729976,0.20869382
-73.27474998986706,10.173586472729976,2.42097878
-73.26557645790967,10.173586472729976,1.43949997
-73.26098969193099,10.173586472729976,0.87356657
-73.2564029259523,10.173586472729976,4.02379704
-73.23805586203754,10.173586472729976,0.32346353
-73.65545156609845,10.16907179191654,4.06337309
-73.65086480011975,10.16907179191654,3.87340927
-73.64627803414106,10.16907179191654,2.4605546
-73.64169126816236,10.16907179191654,3.82196069
-73.63710450218367,10.16907179191654,2.62281513
-73.63251773620497,10.16907179191654,2.02522135
-73.62793097022629,10.16907179191654,2.31412435
-73.6233442042476,10.16907179191654,2.83256674
-73.6187574382689,10.16907179191654,1.85108793
-73.40317943727042,10.16907179191654,0.10579683
-73.37107207541958,10.16907179191654,1.30098486
-73.36189854346219,10.16907179191654,0.1453726
-73.34813824552612,10.16907179191654,0.02664531
-73.33437794759004,10.16907179191654,0.47780898
-73.3114441176966,10.16907179191654,0.3274211
-73.3068573517179,10.16907179191654,0.76671207
-73.30227058573921,10.16907179191654,1.58988786
-73.28392352182445,10.16907179191654,2.74550009
-73.27016322388837,10.16907179191654,0.4580211
-73.26557645790967,10.16907179191654,0.91709995
-73.26098969193099,10.16907179191654,5.50788832
-73.2564029259523,10.16907179191654,3.67553043
-73.2518161599736,10.16907179191654,3.87736678
-73.24722939399491,10.16907179191654,0.19682108
-73.24264262801623,10.16907179191654,1.49490607
-73.23805586203754,10.16907179191654,0.13745745
-73.66921186403452,10.16455704729288,0.35908172
-73.55454271456723,10.137467241055663,2.40514851
-73.54995594858855,10.137467241055663,2.8088212
-73.54536918260985,10.137467241055663,2.46451211
-73.48574122488685,10.137467241055663,0.81816053
-73.48115445890816,10.137467241055663,1.98564553
-73.44446033107864,10.137467241055663,0.35908172
-73.31603088367528,10.137467241055663,1.49490607
-73.3114441176966,10.137467241055663,1.10310602
-73.3068573517179,10.137467241055663,2.00939083
-73.29309705378182,10.137467241055663,1.40388179
-73.28851028780313,10.137467241055663,0.82607567
-73.28392352182445,10.137467241055663,2.88797283
-73.27933675584575,10.137467241055663,5.29417896
-73.27016322388837,10.137467241055663,0.869609
-73.26557645790967,10.137467241055663,0.24826957
-73.2564029259523,10.137467241055663,1.03978479
-73.24722939399491,10.137467241055663,0.01873016
-73.56371624652462,10.1329520505202,0.58070594
-73.55454271456723,10.1329520505202,2.88005757
-73.54995594858855,10.1329520505202,5.51580334
-73.54536918260985,10.1329520505202,3.86549425
-73.49032799086555,10.1329520505202,0.90126961
-73.44446033107864,10.1329520505202,1.13476658
-73.43987356509994,10.1329520505202,2.48825765
-73.32979118161136,10.1329520505202,2.03709388
-73.32520441563265,10.1329520505202,1.92628181
-73.32061764965397,10.1329520505202,1.3089
-73.3114441176966,10.1329520505202,1.10310602
-73.3068573517179,10.1329520505202,3.18083358
-73.30227058573921,10.1329520505202,6.14901543
-73.29768381976052,10.1329520505202,3.79030013
-73.29309705378182,10.1329520505202,3.85757899
-73.28851028780313,10.1329520505202,6.10152483
-73.28392352182445,10.1329520505202,3.08189416
-73.27933675584575,10.1329520505202,0.59653628
-73.26098969193099,10.1329520505202,1.41971207
-73.2564029259523,10.1329520505202,3.78238511
-73.2518161599736,10.1329520505202,2.13207579
-73.24264262801623,10.1329520505202,1.36430609
-73.23805586203754,10.1329520505202,0.54508775
-73.54995594858855,10.128436796391611,5.51580334
-73.54536918260985,10.128436796391611,3.86549425
-73.44446033107864,10.128436796391611,1.13476658
-73.43987356509994,10.128436796391611,2.48825765
-73.32979118161136,10.128436796391611,2.03709388
-73.32520441563265,10.128436796391611,1.92628181
-73.32061764965397,10.128436796391611,1.3089
-73.3068573517179,10.128436796391611,0.92897266
-73.30227058573921,10.128436796391611,6.14901543
-73.29768381976052,10.128436796391611,4.886549
-73.29309705378182,10.128436796391611,3.85757899
-73.28851028780313,10.128436796391611,6.10152483
-73.28392352182445,10.128436796391611,3.08189416
-73.27933675584575,10.128436796391611,3.8615365
-73.26098969193099,10.128436796391611,4.9142518
-73.2564029259523,10.128436796391611,3.78238511
-73.2518161599736,10.128436796391611,2.13207579
-73.24264262801623,10.128436796391611,4.15043974
-73.23805586203754,10.128436796391611,0.54508775
-73.54995594858855,10.123921478697042,1.60967577
-73.54536918260985,10.123921478697042,2.30620909
-73.45363386303602,10.123921478697042,0.06622107
-73.39400590531304,10.123921478697042,0.81420296
-73.38024560737696,10.123921478697042,2.56740928
-73.37565884139828,10.123921478697042,2.82465172
-73.36648530944089,10.123921478697042,2.27850604
-73.36189854346219,10.123921478697042,1.41575456
-73.32979118161136,10.123921478697042,2.72966981
-73.3068573517179,10.123921478697042,2.60698485
-73.30227058573921,10.123921478697042,2.19143939
-73.29768381976052,10.123921478697042,0.85773629
-73.29309705378182,10.123921478697042,4.40372467
-73.28392352182445,10.123921478697042,0.66381508
-73.27933675584575,10.123921478697042,0.70734841
-73.27474998986706,10.123921478697042,0.42636049
-73.27016322388837,10.123921478697042,0.53321505
-73.26557645790967,10.123921478697042,0.2284817
-73.26098969193099,10.123921478697042,3.38662744
-73.2564029259523,10.123921478697042,3.14521527
-73.2518161599736,10.123921478697042,1.38409388
-73.24722939399491,10.123921478697042,2.57136679
-73.24264262801623,10.123921478697042,3.26790023
-73.54995594858855,10.119406097463646,1.74819088
-73.54536918260985,10.119406097463646,2.30620909
-73.45363386303602,10.119406097463646,0.06622107
-73.38024560737696,10.119406097463646,2.56740928
-73.36648530944089,10.119406097463646,2.32995462
-73.36189854346219,10.119406097463646,1.41575456
-73.3573117774835,10.119406097463646,0.12162714
-73.32979118161136,10.119406097463646,0.70339084
-73.32061764965397,10.119406097463646,0.0622635
-73.3114441176966,10.119406097463646,0.12954229
-73.3068573517179,10.119406097463646,2.60698485
-73.29768381976052,10.119406097463646,0.85773629
-73.27933675584575,10.119406097463646,0.70734841
-73.27474998986706,10.119406097463646,0.42636049
-73.27016322388837,10.119406097463646,0.53321505
-73.4628073949934,10.092312477268363,1.86691821
-73.44446033107864,10.092312477268363,0.69943327
-73.43528679912126,10.092312477268363,1.52656662
-73.42611326716387,10.092312477268363,1.72048783
-73.42152650118518,10.092312477268363,1.4236697
-73.40317943727042,10.092312477268363,2.12020302
-73.34813824552612,10.092312477268363,1.05561507
-73.34355147954743,10.092312477268363,1.39596665
-73.33896471356873,10.092312477268363,3.53305769
-73.33437794759004,10.092312477268363,4.24542141
-73.32979118161136,10.092312477268363,1.85900307
-73.32520441563265,10.092312477268363,1.28515446
-73.27933675584575,10.092312477268363,0.03851804
-73.26557645790967,10.092312477268363,2.27850604
-73.26098969193099,10.092312477268363,2.12020302
-73.2564029259523,10.092312477268363,3.43411827
-73.24722939399491,10.092312477268363,1.72840309
-73.24264262801623,10.092312477268363,6.75452471
-73.23805586203754,10.092312477268363,2.76924562
-73.23346909605884,10.092312477268363,1.67695451
-73.22888233008014,10.092312477268363,5.40103388
-73.22429556410145,10.092312477268363,6.35085201
-73.48574122488685,10.087796652023467,0.88148177
-73.48115445890816,10.087796652023467,0.47385141
-73.47198092695078,10.087796652023467,0.44614837
-73.46739416097209,10.087796652023467,0.83794844
-73.4628073949934,10.087796652023467,0.57674837
-73.45822062901472,10.087796652023467,1.12289393
-73.44904709705733,10.087796652023467,0.96459085
-73.44446033107864,10.087796652023467,2.70196676
-73.43987356509994,10.087796652023467,4.17418528
-73.43528679912126,10.087796652023467,4.1821003
-73.43070003314257,10.087796652023467,3.14917278
-73.42611326716387,10.087796652023467,2.35370016
-73.40317943727042,10.087796652023467,4.54223967
-73.39859267129172,10.087796652023467,0.97646356
-73.34813824552612,10.087796652023467,1.21787572
-73.34355147954743,10.087796652023467,1.28119695
-73.33896471356873,10.087796652023467,2.85235476
-73.33437794759004,10.087796652023467,1.94211209
-73.32979118161136,10.087796652023467,0.11371198
-73.32520441563265,10.087796652023467,0.04247561
-73.24722939399491,10.087796652023467,3.6874032
-73.24264262801623,10.087796652023467,6.46957922
-73.23805586203754,10.087796652023467,6.53685808
-73.23346909605884,10.087796652023467,6.53685808
-73.22888233008014,10.087796652023467,6.29544592
-73.22429556410145,10.087796652023467,6.50519753
-73.48574122488685,10.083280763456994,1.79172421
-73.48115445890816,10.083280763456994,0.47385141
-73.47198092695078,10.083280763456994,0.44614837
-73.46739416097209,10.083280763456994,0.37491199
-73.4628073949934,10.083280763456994,0.57674837
-73.45822062901472,10.083280763456994,1.94211209
-73.44904709705733,10.083280763456994,2.81277895
-73.44446033107864,10.083280763456994,2.70196676
-73.43987356509994,10.083280763456994,4.17418528
-73.43528679912126,10.083280763456994,4.1821003
-73.43070003314257,10.083280763456994,0.59653628
-73.42611326716387,10.083280763456994,2.35370016
-73.40317943727042,10.083280763456994,4.54223967
-73.39859267129172,10.083280763456994,0.97646356
-73.34355147954743,10.083280763456994,1.28119695
-73.33437794759004,10.083280763456994,1.94211209
-73.32979118161136,10.083280763456994,0.11371198
-73.32520441563265,10.083280763456994,0.04247561
-73.27474998986706,10.083280763456994,2.60302734
-73.24722939399491,10.083280763456994,4.82718515
-73.24264262801623,10.083280763456994,6.46957922
-73.23805586203754,10.083280763456994,6.51707029
-73.23346909605884,10.083280763456994,6.53685808
-73.22888233008014,10.083280763456994,6.32314873
-73.22429556410145,10.083280763456994,6.50519753
-73.49032799086555,10.078764811596114,0.30763322
-73.48574122488685,10.078764811596114,1.65320909
-73.47198092695078,10.078764811596114,0.43031809
-73.46739416097209,10.078764811596114,0.83003324
-73.4628073949934,10.078764811596114,2.50804543
-73.45822062901472,10.078764811596114,1.94606972
-73.45363386303602,10.078764811596114,1.96585763
-73.44904709705733,10.078764811596114,2.97899699
-73.44446033107864,10.078764811596114,2.24288797
-73.43987356509994,10.078764811596114,1.96585763
-73.34355147954743,10.078764811596114,0.06622107
-73.27474998986706,10.078764811596114,6.25982761
-73.27016322388837,10.078764811596114,5.65827608
-73.26557645790967,10.078764811596114,0.46197867
-73.2564029259523,10.078764811596114,1.10706353
-73.2518161599736,10.078764811596114,2.03709388
-73.24722939399491,10.078764811596114,5.45248222
-73.24264262801623,10.078764811596114,6.77035522
-73.23805586203754,10.078764811596114,6.62392473
-73.23346909605884,10.078764811596114,6.75056696
-73.22888233008014,10.078764811596114,6.33897924
-73.22429556410145,10.078764811596114,5.4089489
-73.21970879812275,10.078764811596114,2.0806272
-73.49032799086555,10.074248796467993,2.06875467
-73.2518161599736,10.060700371751894,2.97108197
-73.23346909605884,10.060700371751894,0.53321505
-73.53160888467377,10.056184103826526,0.03456046
-73.49950152282292,10.056184103826526,0.71526355
-73.49491475684424,10.056184103826526,0.94876057
-73.49032799086555,10.056184103826526,0.48968172
-73.38941913933435,10.056184103826526,1.86691821
-73.38483237335566,10.056184103826526,0.07017865
-73.38024560737696,10.056184103826526,2.06875467
-73.32061764965397,10.056184103826526,0.35512412
-73.31603088367528,10.056184103826526,4.39580917
-73.3114441176966,10.056184103826526,4.81927013
-73.3068573517179,10.056184103826526,0.40657261
-73.30227058573921,10.056184103826526,0.01477258
-73.29309705378182,10.056184103826526,2.53574848
-73.28851028780313,10.056184103826526,5.29417896
-73.28392352182445,10.056184103826526,5.55537891
-73.27933675584575,10.056184103826526,2.70988202
-73.27016322388837,10.056184103826526,1.17434239
-73.26557645790967,10.056184103826526,1.45928788
-73.26098969193099,10.056184103826526,2.52783346
-73.2564029259523,10.056184103826526,4.22563362
-73.2518161599736,10.056184103826526,2.97108197
-73.66462509805584,10.051667772769786,0.03456046
-73.6233442042476,10.051667772769786,0.64798474
-73.53160888467377,10.051667772769786,1.41575456
-73.49491475684424,10.051667772769786,0.37095442
-73.45822062901472,10.051667772769786,0.52529991
-73.45363386303602,10.051667772769786,2.44076681
-73.32520441563265,10.051667772769786,1.10706353
-73.28851028780313,10.051667772769786,1.08727574
-73.28392352182445,10.051667772769786,2.65051818
-73.27933675584575,10.051667772769786,2.69800925
-73.27474998986706,10.051667772769786,0.93293023
-73.27016322388837,10.051667772769786,6.36272478
-73.26557645790967,10.051667772769786,6.38251257
-73.26098969193099,10.051667772769786,4.77573681
-73.66462509805584,10.04715137860885,0.03456046
-73.6233442042476,10.04715137860885,0.64798474
-73.53160888467377,10.04715137860885,1.41575456
-73.49491475684424,10.04715137860885,0.37095442
-73.45822062901472,10.04715137860885,0.52529991
-73.45363386303602,10.04715137860885,2.44076681
-73.28851028780313,10.04715137860885,1.08727574
-73.27933675584575,10.04715137860885,2.69800925
-73.27474998986706,10.04715137860885,0.93293023
-73.27016322388837,10.04715137860885,6.36272478
-73.26557645790967,10.04715137860885,6.22025204
-73.26098969193099,10.04715137860885,4.77573681
-73.2564029259523,10.04715137860885,1.26140904
-73.49950152282292,10.042634921370906,0.60445142
-73.49491475684424,10.042634921370906,0.4421908
-73.45822062901472,10.042634921370906,0.30763322
-73.45363386303602,10.042634921370906,0.62423933
-73.27474998986706,10.042634921370906,0.68360293
-73.27016322388837,10.042634921370906,4.39580917
-73.26557645790967,10.042634921370906,4.57390022
-73.26098969193099,10.042634921370906,3.00670004
-73.2564029259523,10.042634921370906,0.41448778
-73.49950152282292,10.038118401083132,2.0212636
-73.49491475684424,10.038118401083132,0.4421908
-73.45822062901472,10.038118401083132,0.30763322
-73.45363386303602,10.038118401083132,0.62423933
-73.33896471356873,10.038118401083132,1.37222123
-73.27474998986706,10.038118401083132,0.68360293
-73.26557645790967,10.038118401083132,4.57390022
-73.26098969193099,10.038118401083132,3.00670004
-73.2564029259523,10.038118401083132,0.41448778
-73.2518161599736,10.038118401083132,4.96174288
-73.50408828880163,10.033601817772716,1.24162114
-73.49950152282292,10.033601817772716,1.96981514
-73.47656769292948,10.033601817772716,0.35512412
-73.33896471356873,10.033601817772716,1.17434239
-73.2564029259523,10.033601817772716,0.79837263
-73.2518161599736,10.033601817772716,6.64371252
-73.24722939399491,10.033601817772716,3.3628819
-73.50408828880163,10.029085171466843,1.24162114
-73.49950152282292,10.029085171466843,1.96981514
-73.48574122488685,10.029085171466843,0.4580211
-73.33896471356873,10.029085171466843,1.38805151
-73.2518161599736,10.029085171466843,6.64371252
-73.24722939399491,10.029085171466843,3.3628819
-73.51326182075901,10.024568462192706,1.27723932
-73.50867505478031,10.024568462192706,1.12289393
-73.48574122488685,10.024568462192706,0.38678473
-73.48115445890816,10.024568462192706,0.01081501
-73.34355147954743,10.024568462192706,2.84443951
-73.33896471356873,10.024568462192706,2.88797283
-73.26557645790967,10.024568462192706,0.41448778
-73.2518161599736,10.024568462192706,1.91045153
-73.51784858673771,10.020051689977489,1.63342118
-73.51326182075901,10.020051689977489,1.27723932
-73.50867505478031,10.020051689977489,1.81546974
-73.48574122488685,10.020051689977489,0.38678473
-73.48115445890816,10.020051689977489,0.01081501
-73.34355147954743,10.020051689977489,2.84443951
-73.33896471356873,10.020051689977489,2.88797283
-73.34355147954743,9.974880512049635,0.21265139
-73.33896471356873,9.974880512049635,2.28246379
-73.27933675584575,9.974880512049635,3.29560328
-73.27016322388837,9.974880512049635,4.19397306
-73.26557645790967,9.974880512049635,1.57009995
-73.2518161599736,9.974880512049635,1.07540298
-73.5683030125033,9.970363049277765,1.12289393
-73.56371624652462,9.970363049277765,3.2243669
-73.55912948054592,9.970363049277765,0.35512412
-73.55454271456723,9.970363049277765,0.13349986
-73.54995594858855,9.970363049277765,1.5582273
-73.34355147954743,9.970363049277765,0.03060289
-73.33896471356873,9.970363049277765,1.35243332
-73.32979118161136,9.970363049277765,1.32473028
-73.32520441563265,9.970363049277765,2.37744546
-73.32061764965397,9.970363049277765,3.86549425
-73.28851028780313,9.970363049277765,0.03456046
-73.28392352182445,9.970363049277765,3.84966373
-73.27933675584575,9.970363049277765,1.99751818
-73.27016322388837,9.970363049277765,1.13872421
-73.26557645790967,9.970363049277765,2.27850604
-73.26098969193099,9.970363049277765,5.03297901
-73.2564029259523,9.970363049277765,5.78096104
-73.2518161599736,9.970363049277765,6.0579915
-73.24722939399491,9.970363049277765,3.67553043
