x,y,palma_area
-73.32520441563265,10.385703993630809,5.55000019
-73.29309705378182,10.421794856723292,2.00999999
-73.28851028780313,10.421794856723292,2.48000002
-73.28392352182445,10.421794856723292,18.70999908
-73.27933675584575,10.421794856723292,8.35999966
-73.27474998986706,10.421794856723292,3.41000009
-73.27016322388837,10.421794856723292,2.41000009
-73.26557645790967,10.421794856723292,6.17000008
-73.26098969193099,10.421794856723292,6.86000013
-73.24264262801623,10.421794856723292,2.18000007
-73.23805586203754,10.421794856723292,3.79999995
-73.23346909605884,10.421794856723292,5.80000019
-73.21512203214407,10.421794856723292,2.0999999
-73.21053526616538,10.421794856723292,14.18000031
-73.20594850018668,10.421794856723292,12.01000023
-73.20136173420799,10.421794856723292,8.44999981
-73.1967749682293,10.421794856723292,13.72000027
-73.1921882022506,10.421794856723292,5.28999996
-73.18760143627192,10.421794856723292,2.78999996
-73.3068573517179,10.417283727195292,7.92999983
-73.30227058573921,10.417283727195292,5.21000004
-73.29309705378182,10.417283727195292,6.9000001
-73.28851028780313,10.417283727195292,2.26999998
-73.28392352182445,10.417283727195292,7.55999994
-73.27933675584575,10.417283727195292,3.53999996
-73.27474998986706,10.417283727195292,2.78999996
-73.27016322388837,10.417283727195292,8.60999966
-73.26557645790967,10.417283727195292,9.18999958
-73.26098969193099,10.417283727195292,12.76000023
-73.23805586203754,10.417283727195292,2.47000003
-73.23346909605884,10.417283727195292,2.38000011
-73.22429556410145,10.417283727195292,3.88000011
-73.21512203214407,10.417283727195292,2.72000003
-73.21053526616538,10.417283727195292,6.90999985
-73.20594850018668,10.417283727195292,10.59000015
-73.20136173420799,10.417283727195292,9.63000011
-73.1967749682293,10.417283727195292,8.51000023
-73.1921882022506,10.417283727195292,5.61000013
-73.18760143627192,10.417283727195292,12.32999992
-73.18301467029323,10.417283727195292,3.3499999
-73.3114441176966,10.412772532367942,4.21999979
-73.3068573517179,10.412772532367942,5.01999998
-73.30227058573921,10.412772532367942,14.69999981
-73.29768381976052,10.412772532367942,14.27999973
-73.29309705378182,10.412772532367942,15.77000046
-73.28851028780313,10.412772532367942,10.76000023
-73.28392352182445,10.412772532367942,6.46999979
-73.27933675584575,10.412772532367942,4.63999987
-73.27474998986706,10.412772532367942,10.5
-73.27016322388837,10.412772532367942,8.06999969
-73.26557645790967,10.412772532367942,9.18999958
-73.26098969193099,10.412772532367942,12.76000023
-73.24722939399491,10.412772532367942,3.19000006
-73.24264262801623,10.412772532367942,2.8900001
-73.23805586203754,10.412772532367942,8.27000046
-73.23346909605884,10.412772532367942,17.76000023
-73.22888233008014,10.412772532367942,9.42000008
-73.22429556410145,10.412772532367942,5.26999998
-73.21970879812275,10.412772532367942,8.44999981
-73.21512203214407,10.412772532367942,10.46000004
-73.21053526616538,10.412772532367942,8.97999954
-73.20594850018668,10.412772532367942,11.43999958
-73.20136173420799,10.412772532367942,7.30000019
-73.1967749682293,10.412772532367942,8.51000023
-73.1921882022506,10.412772532367942,5.61000013
-73.18760143627192,10.412772532367942,2.08999991
-73.18301467029323,10.412772532367942,2.63000011
-73.3114441176966,10.408261272268263,4.21999979
-73.3068573517179,10.408261272268263,5.01999998
-73.30227058573921,10.408261272268263,14.01000023
-73.29768381976052,10.408261272268263,14.27999973
-73.29309705378182,10.408261272268263,12.53999996
-73.28851028780313,10.408261272268263,10.76000023
-73.28392352182445,10.408261272268263,6.98000002
-73.27933675584575,10.408261272268263,4.63999987
-73.27474998986706,10.408261272268263,10.5
-73.27016322388837,10.408261272268263,8.06999969
-73.26557645790967,10.408261272268263,2.27999997
-73.2518161599736,10.408261272268263,2.80999994
-73.24722939399491,10.408261272268263,3.19000006
-73.24264262801623,10.408261272268263,2.8900001
-73.23805586203754,10.408261272268263,8.27000046
-73.23346909605884,10.408261272268263,17.76000023
-73.22888233008014,10.408261272268263,12.11999989
-73.22429556410145,10.408261272268263,5.26999998
-73.21970879812275,10.408261272268263,7.17999983
-73.21512203214407,10.408261272268263,10.46000004
-73.21053526616538,10.408261272268263,10.89999962
-73.20594850018668,10.408261272268263,11.43999958
-73.20136173420799,10.408261272268263,7.30000019
-73.18760143627192,10.408261272268263,2.08999991
-73.18301467029323,10.408261272268263,2.63000011
-73.3068573517179,10.403749946923279,10.43000031
-73.30227058573921,10.403749946923279,9.75
-73.29768381976052,10.403749946923279,5.11000013
-73.29309705378182,10.403749946923279,11.22999954
-73.28851028780313,10.403749946923279,9.63000011
-73.28392352182445,10.403749946923279,9.89999962
-73.27933675584575,10.403749946923279,3.8599999
-73.27474998986706,10.403749946923279,3.06999993
-73.27016322388837,10.403749946923279,4.5
-73.26557645790967,10.403749946923279,3.07999992
-73.26098969193099,10.403749946923279,2.75999999
-73.2564029259523,10.403749946923279,2.38000011
-73.2518161599736,10.403749946923279,3.56999993
-73.24722939399491,10.403749946923279,2.51999998
-73.24264262801623,10.403749946923279,8.44999981
-73.23805586203754,10.403749946923279,4.73999977
-73.23346909605884,10.403749946923279,5.36000013
-73.22888233008014,10.403749946923279,9.35999966
-73.22429556410145,10.403749946923279,8.60999966
-73.21970879812275,10.403749946923279,8.34000015
-73.21512203214407,10.403749946923279,11.42000008
-73.21053526616538,10.403749946923279,11.36999989
-73.20594850018668,10.403749946923279,8.14000034
-73.20136173420799,10.403749946923279,2.68000007
-73.31603088367528,10.399238556360011,3.47000003
-73.3068573517179,10.399238556360011,4.38000011
-73.30227058573921,10.399238556360011,9.75
-73.29768381976052,10.399238556360011,5.11000013
-73.29309705378182,10.399238556360011,11.22999954
-73.28851028780313,10.399238556360011,9.27999973
-73.28392352182445,10.399238556360011,9.89999962
-73.27933675584575,10.399238556360011,8.02999973
-73.27474998986706,10.399238556360011,3.06999993
-73.27016322388837,10.399238556360011,3.93000007
-73.26557645790967,10.399238556360011,3.07999992
-73.26098969193099,10.399238556360011,2.75999999
-73.2564029259523,10.399238556360011,2.38000011
-73.2518161599736,10.399238556360011,3.56999993
-73.24722939399491,10.399238556360011,2.51999998
-73.24264262801623,10.399238556360011,8.44999981
-73.23805586203754,10.399238556360011,4.73999977
-73.23346909605884,10.399238556360011,8.65999985
-73.22888233008014,10.399238556360011,9.35999966
-73.22429556410145,10.399238556360011,8.60999966
-73.21970879812275,10.399238556360011,8.34000015
-73.21512203214407,10.399238556360011,13.67000008
-73.21053526616538,10.399238556360011,11.36999989
-73.20594850018668,10.399238556360011,2.29999995
-73.20136173420799,10.399238556360011,2.68000007
-73.31603088367528,10.394727100605492,2.96000004
-73.3114441176966,10.394727100605492,4.30000019
-73.3068573517179,10.394727100605492,4.40999985
-73.30227058573921,10.394727100605492,7.05999994
-73.29768381976052,10.394727100605492,11.35000038
-73.29309705378182,10.394727100605492,6.96999979
-73.28851028780313,10.394727100605492,11.72999954
-73.28392352182445,10.394727100605492,3.93000007
-73.27933675584575,10.394727100605492,3.82999992
-73.27474998986706,10.394727100605492,4.01999998
-73.27016322388837,10.394727100605492,6.25
-73.26557645790967,10.394727100605492,8.59000015
-73.26098969193099,10.394727100605492,6.32999992
-73.2564029259523,10.394727100605492,9.15999985
-73.2518161599736,10.394727100605492,5.8499999
-73.24722939399491,10.394727100605492,6.48000002
-73.24264262801623,10.394727100605492,11.53999996
-73.23805586203754,10.394727100605492,9.76000023
-73.23346909605884,10.394727100605492,5.88000011
-73.22888233008014,10.394727100605492,12.03999996
-73.22429556410145,10.394727100605492,12.05000019
-73.21970879812275,10.394727100605492,12.02000046
-73.21512203214407,10.394727100605492,8.65999985
-73.21053526616538,10.394727100605492,2.42000008
-73.20594850018668,10.394727100605492,2.29999995
-73.20136173420799,10.394727100605492,2.30999994
-73.32520441563265,10.390215579686744,2.26999998
-73.32061764965397,10.390215579686744,7.94000006
-73.31603088367528,10.390215579686744,2.96000004
-73.3114441176966,10.390215579686744,4.30000019
-73.3068573517179,10.390215579686744,4.40999985
-73.30227058573921,10.390215579686744,6.46999979
-73.29768381976052,10.390215579686744,11.35000038
